person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,cred_hist_to_age_ratio,debt_burden_index,person_home_ownership,loan_intent,cb_person_default_on_file,loan_status
48,50000,0.6,16700,11.85,0.334,6,0.2,0.0396,RENT,DEBTCONSOLIDATION,Y,0
47,60700,2.1,12100,11.5,0.1993,6,0.2069,0.0229,RENT,PERSONAL,N,0
39,18700,1.4,26400,18.99,1.4118,3,0.1429,0.2681,MORTGAGE,PERSONAL,Y,1
44,66500,13.1,27000,14.64,0.406,3,0.1154,0.0594,MORTGAGE,VENTURE,N,1
40,37400,5.5,9000,9.11,0.2406,8,0.3636,0.0219,MORTGAGE,PERSONAL,N,0
39,128500,1.3,13700,7.47,0.1066,3,0.1429,0.008,OWN,MEDICAL,N,0
35,37800,3.3,5200,9.64,0.1376,2,0.1176,0.0133,RENT,EDUCATION,Y,1
44,29600,3.8,7100,10.06,0.2399,2,0.0769,0.0241,RENT,EDUCATION,N,1
48,80300,0.6,20200,12.14,0.2516,6,0.2,0.0305,MORTGAGE,EDUCATION,N,0
28,43700,1.8,15800,16.3,0.3616,5,0.5,0.0589,OWN,HOMEIMPROVEMENT,N,0
37,152600,4.6,8400,6.71,0.055,3,0.1579,0.0037,RENT,MEDICAL,N,0
47,34900,1.0,24200,19.77,0.6934,5,0.1724,0.1371,RENT,EDUCATION,Y,1
50,31200,2.1,14000,14.57,0.4487,7,0.2188,0.0654,MORTGAGE,EDUCATION,Y,0
45,52000,1.7,11500,11.84,0.2212,2,0.0741,0.0262,OWN,PERSONAL,N,0
51,53600,5.7,15800,10.22,0.2948,2,0.0606,0.0301,MORTGAGE,PERSONAL,N,0
47,128400,5.5,17600,8.95,0.1371,3,0.1034,0.0123,MORTGAGE,EDUCATION,N,0
40,69300,1.5,7000,11.4,0.101,10,0.4545,0.0115,MORTGAGE,VENTURE,N,0
41,44200,0.4,32400,20.24,0.733,13,0.5652,0.1484,RENT,DEBTCONSOLIDATION,Y,1
34,71300,2.4,4700,8.38,0.0659,2,0.125,0.0055,RENT,HOMEIMPROVEMENT,N,0
48,30500,4.3,15700,15.11,0.5148,3,0.1,0.0778,MORTGAGE,MEDICAL,N,0
47,59000,3.6,23400,16.83,0.3966,13,0.4483,0.0667,RENT,VENTURE,N,0
32,27400,4.0,7700,13.29,0.281,7,0.5,0.0373,RENT,MEDICAL,N,0
46,77400,6.4,31900,13.64,0.4121,6,0.2143,0.0562,MORTGAGE,EDUCATION,N,0
53,43100,6.8,8000,11.56,0.1856,8,0.2286,0.0215,MORTGAGE,EDUCATION,N,0
31,41800,,13300,13.4,0.3182,3,0.2308,0.0426,RENT,VENTURE,Y,0
35,34600,9.9,11400,12.57,0.3295,4,0.2353,0.0414,RENT,EDUCATION,N,0
47,35300,11.7,28200,17.5,0.7989,2,0.069,0.1398,OWN,EDUCATION,Y,1
40,53300,,8600,11.71,0.1614,8,0.3636,0.0189,OTHER,DEBTCONSOLIDATION,N,0
56,49500,14.3,8800,8.89,0.1778,12,0.3158,0.0158,RENT,PERSONAL,N,0
61,59900,28.0,11200,11.17,0.187,5,0.1163,0.0209,MORTGAGE,PERSONAL,N,0
41,62500,14.0,17900,14.46,0.2864,7,0.3043,0.0414,MORTGAGE,VENTURE,N,0
43,96800,11.9,18400,10.12,0.1901,13,0.52,0.0192,MORTGAGE,PERSONAL,N,0
39,200200,0.4,9900,12.32,0.0495,4,0.1905,0.0061,MORTGAGE,HOMEIMPROVEMENT,N,0
45,94500,7.6,16600,10.63,0.1757,8,0.2963,0.0187,MORTGAGE,EDUCATION,N,0
45,75600,1.6,14600,6.98,0.1931,4,0.1481,0.0135,MORTGAGE,EDUCATION,Y,0
34,91600,7.1,26400,15.84,0.2882,10,0.625,0.0457,MORTGAGE,DEBTCONSOLIDATION,N,0
37,83700,1.5,13500,12.35,0.1613,10,0.5263,0.0199,MORTGAGE,DEBTCONSOLIDATION,N,1
50,40500,1.0,10600,13.15,0.2617,12,0.375,0.0344,RENT,EDUCATION,N,0
52,71300,2.4,5400,8.23,0.0757,2,0.0588,0.0062,OWN,PERSONAL,N,0
33,54800,1.4,20000,15.19,0.365,3,0.2,0.0554,RENT,VENTURE,N,0
41,31200,1.4,5200,8.26,0.1667,2,0.087,0.0138,RENT,MEDICAL,N,0
60,24100,0.3,21500,19.22,0.8921,5,0.119,0.1715,RENT,DEBTCONSOLIDATION,Y,1
32,57000,7.2,19000,13.78,0.3333,7,0.5,0.0459,RENT,EDUCATION,N,0
48,45200,3.7,6400,13.25,0.1416,7,0.2333,0.0188,RENT,HOMEIMPROVEMENT,N,0
30,88500,6.0,24900,13.63,0.2814,4,0.3333,0.0384,OWN,VENTURE,N,0
39,191300,6.9,10700,,0.0559,6,0.2857,0.0071,RENT,MEDICAL,N,0
41,116200,5.8,3000,8.3,0.0258,3,0.1304,0.0021,RENT,VENTURE,N,0
43,37200,6.7,7400,10.54,0.1989,3,0.12,0.021,OTHER,PERSONAL,N,0
26,58700,8.0,8500,10.63,0.1448,8,1.0,0.0154,MORTGAGE,HOMEIMPROVEMENT,N,0
35,42400,2.1,4600,6.62,0.1085,8,0.4706,0.0072,OWN,PERSONAL,N,0
62,33400,1.7,9200,,0.2754,7,0.1591,0.0349,RENT,HOMEIMPROVEMENT,Y,0
44,51600,2.1,17900,13.57,0.3469,4,0.1538,0.0471,RENT,PERSONAL,N,0
31,115600,1.0,4100,,0.0355,6,0.4615,0.0045,RENT,VENTURE,N,0
48,12800,3.3,13700,19.52,1.0703,2,0.0667,0.2089,OWN,HOMEIMPROVEMENT,Y,1
35,27200,5.0,32600,18.97,1.1985,9,0.5294,0.2274,RENT,PERSONAL,Y,1
49,22600,7.9,21000,18.79,0.9292,5,0.1613,0.1746,MORTGAGE,EDUCATION,N,0
45,81400,9.4,16100,10.83,0.1978,7,0.2593,0.0214,MORTGAGE,EDUCATION,N,0
34,32800,0.7,26000,18.98,0.7927,4,0.25,0.1505,MORTGAGE,EDUCATION,Y,1
51,31600,5.5,10900,13.68,0.3449,3,0.0909,0.0472,RENT,PERSONAL,Y,1
54,33900,0.5,22200,16.66,0.6549,3,0.0833,0.1091,MORTGAGE,EDUCATION,N,1
52,26400,3.9,7800,15.25,0.2955,9,0.2647,0.0451,RENT,MEDICAL,N,0
39,35000,1.2,21100,18.71,0.6029,2,0.0952,0.1128,RENT,EDUCATION,Y,1
41,50400,2.9,29300,20.5,0.5813,3,0.1304,0.1192,MORTGAGE,MEDICAL,Y,0
51,21600,0.2,16500,20.26,0.7639,14,0.4242,0.1548,MORTGAGE,PERSONAL,Y,1
34,44200,1.9,15300,14.61,0.3462,8,0.5,0.0506,MORTGAGE,MEDICAL,Y,0
42,45700,3.0,7500,14.91,0.1641,10,0.4167,0.0245,RENT,VENTURE,N,0
41,50700,1.4,14700,12.03,0.2899,4,0.1739,0.0349,MORTGAGE,PERSONAL,N,1
45,63800,1.9,18700,11.63,0.2931,5,0.1852,0.0341,RENT,EDUCATION,N,0
61,82500,4.9,10200,,0.1236,8,0.186,0.0156,RENT,PERSONAL,N,0
32,90800,1.0,15800,10.51,0.174,6,0.4286,0.0183,RENT,PERSONAL,N,0
67,103300,,20100,12.96,0.1946,10,0.2041,0.0252,RENT,VENTURE,N,0
45,48300,14.3,14500,12.76,0.3002,5,0.1852,0.0383,RENT,PERSONAL,N,0
37,18100,5.2,16200,20.12,0.895,2,0.1053,0.1801,RENT,VENTURE,Y,1
38,12000,5.4,13500,21.47,1.125,10,0.5,0.2415,RENT,DEBTCONSOLIDATION,Y,1
34,24500,5.7,21400,16.67,0.8735,7,0.4375,0.1456,MORTGAGE,EDUCATION,Y,1
41,42300,3.7,10200,12.85,0.2411,5,0.2174,0.031,RENT,EDUCATION,N,0
48,51900,7.0,19800,13.5,0.3815,4,0.1333,0.0515,RENT,EDUCATION,N,0
46,61600,4.3,12000,15.07,0.1948,2,0.0714,0.0294,MORTGAGE,DEBTCONSOLIDATION,N,0
46,35100,0.8,20800,18.8,0.5926,9,0.3214,0.1114,RENT,PERSONAL,Y,1
54,230700,8.7,26600,9.51,0.1153,17,0.4722,0.011,MORTGAGE,EDUCATION,N,0
44,22400,2.1,28900,20.06,1.2902,3,0.1154,0.2588,MORTGAGE,VENTURE,N,1
56,57400,1.8,20800,12.34,0.3624,8,0.2105,0.0447,MORTGAGE,VENTURE,N,0
46,32100,16.4,20500,21.37,0.6386,12,0.4286,0.1365,RENT,PERSONAL,Y,1
37,56200,19.0,20600,15.92,0.3665,7,0.3684,0.0583,MORTGAGE,PERSONAL,N,0
47,29700,0.0,4100,14.16,0.138,2,0.069,0.0195,RENT,VENTURE,N,1
50,49200,17.6,24000,16.89,0.4878,8,0.25,0.0824,MORTGAGE,EDUCATION,N,0
56,43800,2.6,8300,10.05,0.1895,2,0.0526,0.019,MORTGAGE,MEDICAL,N,0
62,82200,7.7,3500,7.02,0.0426,5,0.1136,0.003,MORTGAGE,HOMEIMPROVEMENT,Y,0
44,73900,2.6,12800,13.05,0.1732,9,0.3462,0.0226,MORTGAGE,EDUCATION,N,0
54,107400,1.8,11500,13.65,0.1071,5,0.1389,0.0146,MORTGAGE,MEDICAL,N,0
38,94100,6.2,6900,6.32,0.0733,3,0.15,0.0046,MORTGAGE,HOMEIMPROVEMENT,N,0
50,36400,1.4,11000,12.58,0.3022,6,0.1875,0.038,RENT,MEDICAL,Y,1
46,49200,9.4,20000,,0.4065,14,0.5,0.0515,MORTGAGE,MEDICAL,N,1
42,79400,2.1,24400,12.3,0.3073,6,0.25,0.0378,RENT,MEDICAL,N,0
43,54800,,16000,,0.292,3,0.12,0.037,MORTGAGE,PERSONAL,N,0
39,54800,1.4,26600,17.36,0.4854,4,0.1905,0.0843,RENT,EDUCATION,Y,1
41,32400,1.8,17900,15.35,0.5525,6,0.2609,0.0848,MORTGAGE,MEDICAL,N,1
43,250000,2.7,16100,7.92,0.0644,6,0.24,0.0051,RENT,EDUCATION,N,0
40,30100,3.3,8000,10.82,0.2658,12,0.5455,0.0288,OTHER,EDUCATION,N,0
50,106700,23.0,3500,10.46,0.0328,7,0.2188,0.0034,MORTGAGE,EDUCATION,N,0
48,28900,8.1,18100,17.58,0.6263,5,0.1667,0.1101,MORTGAGE,PERSONAL,N,0
60,128300,0.8,20900,8.62,0.1629,3,0.0714,0.014,OWN,VENTURE,Y,0
61,19900,0.7,26800,19.62,1.3467,3,0.0698,0.2642,RENT,VENTURE,Y,1
52,57900,0.9,11100,16.78,0.1917,2,0.0588,0.0322,MORTGAGE,VENTURE,N,0
45,27700,13.2,11700,14.64,0.4224,2,0.0741,0.0618,RENT,HOMEIMPROVEMENT,N,0
48,33000,0.2,14800,16.01,0.4485,12,0.4,0.0718,OWN,DEBTCONSOLIDATION,Y,1
47,27000,1.7,24200,18.91,0.8963,2,0.069,0.1695,MORTGAGE,PERSONAL,Y,1
61,95900,2.9,24900,11.56,0.2596,4,0.093,0.03,RENT,PERSONAL,N,0
47,56200,5.5,12800,14.31,0.2278,4,0.1379,0.0326,RENT,EDUCATION,Y,1
48,51300,7.8,9100,12.29,0.1774,10,0.3333,0.0218,RENT,MEDICAL,N,0
42,36100,2.5,18500,17.89,0.5125,6,0.25,0.0917,MORTGAGE,MEDICAL,N,1
50,111300,1.7,7700,8.92,0.0692,14,0.4375,0.0062,MORTGAGE,PERSONAL,Y,1
39,16500,21.0,3900,9.62,0.2364,7,0.3333,0.0227,RENT,HOMEIMPROVEMENT,N,0
50,30600,17.8,12400,14.41,0.4052,2,0.0625,0.0584,MORTGAGE,DEBTCONSOLIDATION,N,0
37,99000,3.9,30100,10.45,0.304,9,0.4737,0.0318,OWN,EDUCATION,N,0
31,34800,3.8,15600,18.26,0.4483,5,0.3846,0.0819,RENT,PERSONAL,Y,1
53,147600,0.4,5200,10.28,0.0352,6,0.1714,0.0036,MORTGAGE,VENTURE,Y,0
45,89400,2.1,14700,8.12,0.1644,4,0.1481,0.0133,MORTGAGE,EDUCATION,N,0
43,31800,22.1,11600,11.4,0.3648,3,0.12,0.0416,RENT,EDUCATION,N,1
46,35100,9.9,11100,17.39,0.3162,6,0.2143,0.055,RENT,DEBTCONSOLIDATION,N,0
45,51300,0.0,13700,11.81,0.2671,7,0.2593,0.0315,OWN,EDUCATION,N,0
36,77700,11.8,18700,9.32,0.2407,11,0.6111,0.0224,MORTGAGE,EDUCATION,N,0
56,84000,3.0,16000,9.46,0.1905,4,0.1053,0.018,RENT,HOMEIMPROVEMENT,N,0
42,43900,13.3,20400,14.82,0.4647,8,0.3333,0.0689,MORTGAGE,EDUCATION,Y,1
42,90600,9.8,4900,7.59,0.0541,2,0.0833,0.0041,OWN,MEDICAL,N,0
32,155000,1.1,17400,7.65,0.1123,10,0.7143,0.0086,RENT,EDUCATION,N,0
56,44900,0.0,9100,12.55,0.2027,5,0.1316,0.0254,RENT,HOMEIMPROVEMENT,N,1
45,58100,4.3,6700,11.67,0.1153,6,0.2222,0.0135,RENT,VENTURE,N,0
43,19600,1.7,22700,22.63,1.1582,3,0.12,0.2621,RENT,DEBTCONSOLIDATION,Y,1
34,35100,3.7,9500,15.51,0.2707,8,0.5,0.042,MORTGAGE,PERSONAL,N,0
44,81100,8.8,5900,11.86,0.0727,9,0.3462,0.0086,RENT,VENTURE,N,0
42,39600,7.9,16400,13.23,0.4141,3,0.125,0.0548,RENT,MEDICAL,Y,1
35,67800,6.4,8500,8.66,0.1254,4,0.2353,0.0109,MORTGAGE,EDUCATION,N,0
41,78000,11.3,6100,6.14,0.0782,6,0.2609,0.0048,MORTGAGE,PERSONAL,N,0
33,61000,0.0,9000,11.66,0.1475,7,0.4667,0.0172,RENT,VENTURE,N,0
36,49400,3.6,28000,18.1,0.5668,10,0.5556,0.1026,MORTGAGE,EDUCATION,N,1
44,116200,0.2,28300,13.92,0.2435,2,0.0769,0.0339,MORTGAGE,MEDICAL,N,0
39,46700,21.0,10100,12.6,0.2163,7,0.3333,0.0273,MORTGAGE,PERSONAL,N,0
34,54400,2.6,10600,13.89,0.1949,8,0.5,0.0271,RENT,EDUCATION,N,0
51,56600,3.8,13500,14.55,0.2385,6,0.1818,0.0347,RENT,PERSONAL,N,0
34,38500,1.5,22500,17.3,0.5844,10,0.625,0.1011,MORTGAGE,EDUCATION,N,1
37,23800,,31100,17.25,1.3067,5,0.2632,0.2254,RENT,PERSONAL,N,1
44,29600,2.2,24300,21.59,0.8209,8,0.3077,0.1772,RENT,HOMEIMPROVEMENT,Y,1
40,45900,0.9,21700,15.03,0.4728,14,0.6364,0.0711,MORTGAGE,EDUCATION,N,1
45,51300,4.4,15700,13.62,0.306,4,0.1481,0.0417,MORTGAGE,DEBTCONSOLIDATION,N,0
37,38400,4.2,25900,18.78,0.6745,7,0.3684,0.1267,RENT,PERSONAL,N,0
56,62600,6.9,2900,7.65,0.0463,5,0.1316,0.0035,OWN,MEDICAL,N,0
55,57300,19.4,26400,19.02,0.4607,3,0.0811,0.0876,RENT,MEDICAL,Y,0
44,41800,26.0,18000,14.44,0.4306,4,0.1538,0.0622,RENT,PERSONAL,N,0
38,118900,8.4,6300,8.49,0.053,6,0.3,0.0045,MORTGAGE,HOMEIMPROVEMENT,N,0
43,64500,0.9,18700,13.66,0.2899,5,0.2,0.0396,OWN,EDUCATION,N,0
45,102200,9.9,9100,9.93,0.089,5,0.1852,0.0088,RENT,MEDICAL,N,0
49,89200,1.7,18800,14.83,0.2108,13,0.4194,0.0313,MORTGAGE,DEBTCONSOLIDATION,N,1
46,89400,5.9,12800,,0.1432,12,0.4286,0.0181,MORTGAGE,VENTURE,N,0
46,63100,1.9,11900,,0.1886,6,0.2143,0.0239,MORTGAGE,PERSONAL,N,0
56,84900,3.2,9700,8.52,0.1143,9,0.2368,0.0097,RENT,EDUCATION,N,0
50,119300,10.0,8500,8.39,0.0712,3,0.0938,0.006,MORTGAGE,PERSONAL,N,0
54,47700,4.4,11700,12.26,0.2453,10,0.2778,0.0301,RENT,DEBTCONSOLIDATION,N,1
42,43700,24.0,11000,15.73,0.2517,4,0.1667,0.0396,MORTGAGE,VENTURE,N,0
40,42200,9.2,18400,17.18,0.436,4,0.1818,0.0749,RENT,EDUCATION,N,1
54,113500,2.7,10400,8.47,0.0916,8,0.2222,0.0078,MORTGAGE,HOMEIMPROVEMENT,Y,0
35,47800,0.8,13300,13.81,0.2782,4,0.2353,0.0384,MORTGAGE,DEBTCONSOLIDATION,N,0
39,50100,0.6,8800,13.32,0.1756,10,0.4762,0.0234,MORTGAGE,VENTURE,Y,1
33,50500,2.7,15000,14.88,0.297,15,1.0,0.0442,RENT,EDUCATION,N,0
39,61300,1.6,12000,14.56,0.1958,2,0.0952,0.0285,MORTGAGE,VENTURE,N,0
52,63600,1.0,9700,9.2,0.1525,2,0.0588,0.014,RENT,MEDICAL,N,0
31,91000,1.2,15700,11.25,0.1725,5,0.3846,0.0194,MORTGAGE,EDUCATION,N,0
25,13200,7.0,15900,20.25,1.2045,2,0.2857,0.2439,RENT,VENTURE,Y,1
70,50400,18.9,21700,16.81,0.4306,3,0.0577,0.0724,RENT,MEDICAL,N,1
39,47100,1.4,24500,21.75,0.5202,10,0.4762,0.1131,RENT,DEBTCONSOLIDATION,Y,1
43,119700,0.6,19500,11.02,0.1629,5,0.2,0.018,OWN,EDUCATION,N,0
41,34000,7.9,29300,19.15,0.8618,3,0.1304,0.165,MORTGAGE,HOMEIMPROVEMENT,N,1
38,85400,5.7,10400,11.77,0.1218,9,0.45,0.0143,MORTGAGE,VENTURE,N,0
43,73800,1.8,17900,13.33,0.2425,3,0.12,0.0323,OWN,EDUCATION,N,0
41,42900,5.3,9900,11.62,0.2308,12,0.5217,0.0268,MORTGAGE,EDUCATION,N,0
43,58500,3.2,12600,13.14,0.2154,6,0.24,0.0283,MORTGAGE,VENTURE,Y,0
44,41500,3.2,27900,17.38,0.6723,11,0.4231,0.1168,MORTGAGE,EDUCATION,Y,0
42,36000,18.3,22300,19.87,0.6194,5,0.2083,0.1231,RENT,PERSONAL,Y,0
41,109900,1.5,16700,9.81,0.152,10,0.4348,0.0149,RENT,DEBTCONSOLIDATION,N,0
45,84200,2.1,17400,12.44,0.2067,8,0.2963,0.0257,RENT,MEDICAL,N,0
67,46900,4.0,24700,18.13,0.5267,10,0.2041,0.0955,MORTGAGE,EDUCATION,N,0
31,55600,3.5,18300,15.54,0.3291,11,0.8462,0.0511,RENT,DEBTCONSOLIDATION,N,0
46,39400,3.8,11800,14.11,0.2995,8,0.2857,0.0423,MORTGAGE,HOMEIMPROVEMENT,N,0
40,40200,1.2,7100,10.05,0.1766,14,0.6364,0.0177,RENT,MEDICAL,N,0
62,67000,0.8,9300,,0.1388,4,0.0909,0.0176,RENT,HOMEIMPROVEMENT,N,0
51,151200,14.6,15500,10.34,0.1025,4,0.1212,0.0106,MORTGAGE,DEBTCONSOLIDATION,N,0
47,13900,3.8,4800,13.96,0.3453,10,0.3448,0.0482,RENT,DEBTCONSOLIDATION,N,0
34,50000,1.7,12400,12.87,0.248,6,0.375,0.0319,RENT,HOMEIMPROVEMENT,N,0
58,53400,19.4,15500,13.2,0.2903,2,0.05,0.0383,MORTGAGE,EDUCATION,N,0
38,38700,6.4,11400,12.08,0.2946,4,0.2,0.0356,RENT,EDUCATION,N,0
40,39100,4.0,6000,10.56,0.1535,5,0.2273,0.0162,MORTGAGE,PERSONAL,N,0
45,27800,9.2,16500,18.55,0.5935,5,0.1852,0.1101,RENT,EDUCATION,Y,1
44,38800,1.0,12400,13.93,0.3196,4,0.1538,0.0445,RENT,EDUCATION,N,0
44,35100,3.5,9500,10.57,0.2707,3,0.1154,0.0286,RENT,PERSONAL,N,0
37,42100,14.7,2000,8.01,0.0475,10,0.5263,0.0038,OWN,PERSONAL,N,0
32,93200,7.8,28200,13.56,0.3026,14,1.0,0.041,MORTGAGE,PERSONAL,Y,1
39,51200,10.7,11100,10.46,0.2168,4,0.1905,0.0227,RENT,PERSONAL,N,0
48,63100,0.4,18800,12.05,0.2979,2,0.0667,0.0359,MORTGAGE,EDUCATION,N,0
54,75300,3.5,9000,7.29,0.1195,5,0.1389,0.0087,RENT,EDUCATION,N,0
35,12000,9.5,12400,19.8,1.0333,4,0.2353,0.2046,RENT,EDUCATION,Y,1
46,38900,1.6,8200,10.44,0.2108,17,0.6071,0.022,RENT,HOMEIMPROVEMENT,N,0
52,94500,0.2,25100,9.88,0.2656,5,0.1471,0.0262,MORTGAGE,HOMEIMPROVEMENT,N,0
41,93900,23.0,24800,13.27,0.2641,3,0.1304,0.035,RENT,VENTURE,N,0
41,30800,4.9,14000,16.1,0.4545,6,0.2609,0.0732,OWN,EDUCATION,N,0
50,35800,2.1,12300,,0.3436,2,0.0625,0.0435,RENT,DEBTCONSOLIDATION,N,1
54,34700,8.5,14200,14.88,0.4092,3,0.0833,0.0609,MORTGAGE,PERSONAL,N,0
48,86500,11.3,16000,12.5,0.185,21,0.7,0.0231,RENT,DEBTCONSOLIDATION,Y,0
52,32600,1.0,16100,12.03,0.4939,4,0.1176,0.0594,MORTGAGE,MEDICAL,N,1
52,59800,5.6,6400,9.46,0.107,4,0.1176,0.0101,RENT,VENTURE,N,0
39,122300,4.7,9800,8.13,0.0801,12,0.5714,0.0065,MORTGAGE,EDUCATION,N,0
52,47700,1.2,11500,11.55,0.2411,2,0.0588,0.0278,MORTGAGE,EDUCATION,Y,0
58,64300,14.6,12900,9.33,0.2006,9,0.225,0.0187,MORTGAGE,PERSONAL,N,0
37,72900,3.5,5100,8.88,0.07,8,0.4211,0.0062,RENT,EDUCATION,Y,0
40,38100,1.6,10200,11.9,0.2677,7,0.3182,0.0319,RENT,VENTURE,N,0
41,56000,1.5,6500,10.91,0.1161,8,0.3478,0.0127,MORTGAGE,VENTURE,N,0
41,63400,0.0,2300,9.69,0.0363,4,0.1739,0.0035,RENT,VENTURE,N,0
62,48300,6.1,9800,10.54,0.2029,6,0.1364,0.0214,RENT,EDUCATION,N,0
50,32100,1.1,11200,16.57,0.3489,5,0.1562,0.0578,RENT,DEBTCONSOLIDATION,Y,1
43,33400,3.4,21800,15.39,0.6527,2,0.08,0.1005,OWN,HOMEIMPROVEMENT,N,0
41,110200,6.5,9800,12.37,0.0889,3,0.1304,0.011,RENT,VENTURE,N,0
43,33400,11.9,12500,18.12,0.3743,3,0.12,0.0678,MORTGAGE,VENTURE,N,0
53,19900,4.7,12500,18.99,0.6281,4,0.1143,0.1193,MORTGAGE,PERSONAL,Y,1
63,50600,5.7,32700,18.7,0.6462,10,0.2222,0.1208,MORTGAGE,HOMEIMPROVEMENT,N,1
40,71400,1.2,17400,9.28,0.2437,7,0.3182,0.0226,RENT,MEDICAL,N,1
38,72900,1.0,9400,9.23,0.1289,10,0.5,0.0119,MORTGAGE,EDUCATION,N,0
36,89000,0.4,10100,5.87,0.1135,5,0.2778,0.0067,MORTGAGE,PERSONAL,N,0
51,136700,0.3,27800,,0.2034,8,0.2424,0.0258,MORTGAGE,HOMEIMPROVEMENT,Y,0
58,125900,3.9,17200,11.22,0.1366,10,0.25,0.0153,MORTGAGE,VENTURE,N,0
51,82000,2.2,32600,15.69,0.3976,5,0.1515,0.0624,RENT,DEBTCONSOLIDATION,Y,1
46,19800,4.1,15600,20.58,0.7879,8,0.2857,0.1621,MORTGAGE,MEDICAL,N,1
59,59400,6.3,9500,12.35,0.1599,2,0.0488,0.0197,RENT,VENTURE,N,0
46,41000,10.2,14400,14.55,0.3512,6,0.2143,0.0511,MORTGAGE,MEDICAL,N,0
52,58100,1.9,21500,16.65,0.3701,5,0.1471,0.0616,RENT,DEBTCONSOLIDATION,N,1
46,120800,3.0,21200,11.6,0.1755,7,0.25,0.0204,RENT,HOMEIMPROVEMENT,N,0
39,122300,6.6,13800,11.68,0.1128,3,0.1429,0.0132,RENT,VENTURE,N,0
57,61700,8.4,18700,11.73,0.3031,4,0.1026,0.0356,RENT,HOMEIMPROVEMENT,Y,0
59,97000,1.6,17500,9.33,0.1804,3,0.0732,0.0168,MORTGAGE,MEDICAL,N,0
49,25900,19.3,7000,11.24,0.2703,4,0.129,0.0304,RENT,MEDICAL,N,0
42,42700,2.8,11300,15.21,0.2646,9,0.375,0.0402,OWN,HOMEIMPROVEMENT,N,0
55,107400,1.8,8000,13.62,0.0745,11,0.2973,0.0101,RENT,VENTURE,N,0
32,12000,2.1,15700,19.97,1.3083,3,0.2143,0.2613,OWN,EDUCATION,Y,1
46,56500,6.8,26700,,0.4726,3,0.1071,0.0598,OWN,PERSONAL,Y,1
33,23700,0.6,9600,12.86,0.4051,8,0.5333,0.0521,RENT,PERSONAL,N,1
51,24200,7.2,12900,16.74,0.5331,3,0.0909,0.0892,OWN,EDUCATION,N,0
54,96100,0.3,6700,8.36,0.0697,9,0.25,0.0058,RENT,MEDICAL,N,0
40,44900,3.7,16300,12.19,0.363,9,0.4091,0.0442,RENT,VENTURE,N,0
45,34800,0.7,10800,8.77,0.3103,5,0.1852,0.0272,RENT,MEDICAL,N,0
46,97800,7.3,9700,13.71,0.0992,7,0.25,0.0136,MORTGAGE,DEBTCONSOLIDATION,N,0
43,96200,2.1,11200,9.99,0.1164,9,0.36,0.0116,RENT,EDUCATION,N,0
44,51800,1.1,18000,,0.3475,6,0.2308,0.044,OWN,DEBTCONSOLIDATION,N,0
38,67600,2.4,13400,11.28,0.1982,3,0.15,0.0224,OWN,MEDICAL,N,0
42,53200,2.2,13600,11.26,0.2556,22,0.9167,0.0288,MORTGAGE,VENTURE,N,0
45,103700,8.4,17000,11.26,0.1639,2,0.0741,0.0185,MORTGAGE,PERSONAL,N,0
46,48600,6.9,31000,18.04,0.6379,10,0.3571,0.1151,RENT,DEBTCONSOLIDATION,Y,1
46,41100,0.3,19700,15.76,0.4793,10,0.3571,0.0755,MORTGAGE,PERSONAL,Y,0
39,77900,,25400,12.41,0.3261,4,0.1905,0.0405,RENT,EDUCATION,N,0
51,45700,5.1,19200,16.75,0.4201,12,0.3636,0.0704,MORTGAGE,EDUCATION,N,0
45,49800,20.3,20700,17.0,0.4157,2,0.0741,0.0707,RENT,MEDICAL,N,0
50,83600,2.6,13000,9.9,0.1555,5,0.1562,0.0154,MORTGAGE,EDUCATION,N,0
43,52600,0.3,10500,14.37,0.1996,2,0.08,0.0287,RENT,EDUCATION,N,0
43,85000,4.6,26600,15.29,0.3129,4,0.16,0.0478,RENT,PERSONAL,N,0
51,57600,6.9,20900,13.06,0.3628,13,0.3939,0.0474,RENT,EDUCATION,N,0
47,45700,3.6,12800,12.36,0.2801,12,0.4138,0.0346,MORTGAGE,PERSONAL,N,0
39,40800,0.1,20100,13.84,0.4926,11,0.5238,0.0682,RENT,EDUCATION,N,1
39,75100,0.3,12700,14.22,0.1691,8,0.381,0.024,RENT,VENTURE,N,0
44,32500,17.4,29500,16.63,0.9077,3,0.1154,0.151,MORTGAGE,MEDICAL,N,1
44,77200,0.0,7700,11.75,0.0997,5,0.1923,0.0117,RENT,PERSONAL,N,0
48,58500,5.0,16300,13.23,0.2786,5,0.1667,0.0369,OTHER,PERSONAL,N,0
60,29900,3.5,17300,16.16,0.5786,10,0.2381,0.0935,RENT,HOMEIMPROVEMENT,N,1
38,59000,1.8,14200,10.76,0.2407,10,0.5,0.0259,OWN,EDUCATION,N,0
38,41000,2.7,4200,10.04,0.1024,7,0.35,0.0103,RENT,VENTURE,N,1
39,50500,11.8,18900,17.09,0.3743,8,0.381,0.064,MORTGAGE,VENTURE,N,0
45,41800,5.0,9100,7.41,0.2177,3,0.1111,0.0161,RENT,VENTURE,N,0
44,65200,0.8,8400,8.95,0.1288,2,0.0769,0.0115,OWN,PERSONAL,N,0
