person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
40,32400,OWN,5.5,PERSONAL,1800,5.42,0,0.06,N,9
31,69500,OWN,1.7,VENTURE,9900,,0,0.14,N,13
58,56700,MORTGAGE,8.4,DEBTCONSOLIDATION,20000,,0,0.35,Y,10
45,20300,OWN,2.4,HOMEIMPROVEMENT,23300,19.67,1,1.15,Y,9
56,37800,OWN,5.0,HOMEIMPROVEMENT,15800,16.49,0,0.42,Y,8
57,54500,RENT,2.8,PERSONAL,13200,8.5,0,0.24,N,5
48,178200,OTHER,,VENTURE,3000,9.22,0,0.02,Y,7
50,36400,RENT,1.4,MEDICAL,11000,12.58,1,0.3,Y,6
39,38700,RENT,3.6,VENTURE,5800,14.9,0,0.15,N,6
44,68000,OWN,0.6,PERSONAL,8700,9.78,0,0.13,N,4
53,50900,RENT,2.4,EDUCATION,5300,11.08,0,0.1,N,4
37,27100,MORTGAGE,3.0,MEDICAL,25400,16.53,0,0.94,Y,9
53,20900,OWN,6.1,MEDICAL,18900,18.45,0,0.9,Y,8
52,19500,RENT,2.6,PERSONAL,13000,16.36,1,0.67,N,6
51,86500,RENT,5.5,VENTURE,27200,13.21,0,0.31,N,9
44,30700,MORTGAGE,1.0,MEDICAL,8500,,0,0.28,N,15
38,199500,MORTGAGE,0.1,DEBTCONSOLIDATION,28600,8.4,0,0.14,N,10
63,40500,MORTGAGE,3.5,VENTURE,5500,12.56,1,0.14,N,16
57,82800,MORTGAGE,3.2,PERSONAL,21700,13.16,0,0.26,N,10
44,28600,RENT,5.5,PERSONAL,10600,15.72,0,0.37,N,5
46,60100,RENT,1.9,DEBTCONSOLIDATION,7000,11.51,0,0.12,N,6
41,117900,MORTGAGE,0.2,DEBTCONSOLIDATION,17700,9.73,0,0.15,N,5
31,44700,MORTGAGE,6.4,HOMEIMPROVEMENT,17000,15.96,0,0.38,N,3
43,29800,RENT,14.3,MEDICAL,27400,17.51,1,0.92,Y,9
48,44100,RENT,2.5,EDUCATION,9700,8.67,0,0.22,N,5
39,48100,RENT,4.7,PERSONAL,20600,14.36,1,0.43,N,3
41,31500,MORTGAGE,3.9,DEBTCONSOLIDATION,26700,20.27,1,0.85,N,7
41,134500,OWN,4.2,EDUCATION,13100,9.56,0,0.1,N,4
45,54700,RENT,10.1,MEDICAL,12300,9.76,0,0.22,N,6
42,109500,RENT,6.7,DEBTCONSOLIDATION,11400,13.57,0,0.1,N,8
37,97800,RENT,7.3,PERSONAL,31200,14.12,0,0.32,N,4
45,138100,OTHER,0.5,PERSONAL,16400,10.86,0,0.12,N,2
48,27100,OWN,0.8,VENTURE,26700,22.15,1,0.99,Y,7
45,77200,MORTGAGE,5.4,MEDICAL,12900,11.08,0,0.17,N,8
31,41100,RENT,3.9,DEBTCONSOLIDATION,24800,20.37,1,0.6,Y,8
50,50100,RENT,7.4,VENTURE,13200,12.85,0,0.26,N,7
35,29900,RENT,0.5,VENTURE,7500,12.73,0,0.25,N,2
48,194600,OWN,,PERSONAL,16200,10.04,0,0.08,N,8
48,36200,RENT,3.3,EDUCATION,24300,,1,0.67,N,10
33,77600,MORTGAGE,9.6,VENTURE,4100,7.56,0,0.05,N,11
52,26700,RENT,1.0,MEDICAL,9800,17.94,1,0.37,N,2
63,47100,RENT,2.1,EDUCATION,28100,17.85,0,0.6,Y,6
41,97100,MORTGAGE,0.8,PERSONAL,9600,15.23,0,0.1,N,5
48,65600,MORTGAGE,3.0,VENTURE,11900,13.18,0,0.18,N,9
40,32300,MORTGAGE,10.7,DEBTCONSOLIDATION,10600,15.93,0,0.33,Y,13
35,36600,MORTGAGE,5.5,VENTURE,9400,11.73,0,0.26,N,8
53,59300,RENT,6.8,EDUCATION,11800,10.58,1,0.2,N,4
48,53700,RENT,0.5,MEDICAL,23600,12.01,1,0.44,Y,6
38,26300,MORTGAGE,3.0,EDUCATION,10700,15.05,0,0.41,Y,13
35,43900,RENT,9.1,HOMEIMPROVEMENT,18800,13.79,0,0.43,Y,6
63,50000,MORTGAGE,9.1,VENTURE,9200,10.89,0,0.18,N,4
34,74100,OWN,16.0,VENTURE,8000,9.46,0,0.11,N,8
49,94600,MORTGAGE,3.7,MEDICAL,21900,9.64,0,0.23,N,17
45,78400,MORTGAGE,0.0,VENTURE,6900,5.42,0,0.09,N,9
51,65300,RENT,11.5,EDUCATION,20800,13.03,0,0.32,N,4
59,66100,MORTGAGE,15.6,VENTURE,17100,12.89,0,0.26,N,2
27,70400,OWN,9.0,PERSONAL,14800,8.2,0,0.21,N,4
36,91700,MORTGAGE,7.4,MEDICAL,13200,8.98,0,0.14,Y,3
43,137400,RENT,1.2,MEDICAL,14700,8.79,0,0.11,N,5
60,31700,RENT,0.7,DEBTCONSOLIDATION,6800,13.49,0,0.21,N,5
40,42300,MORTGAGE,6.0,VENTURE,9200,11.26,0,0.22,N,8
39,94400,MORTGAGE,0.8,VENTURE,3300,10.09,0,0.03,N,5
29,31300,RENT,11.0,MEDICAL,18700,,1,0.6,N,10
38,26600,RENT,3.0,VENTURE,21600,18.61,1,0.81,Y,5
49,38100,MORTGAGE,0.2,EDUCATION,18400,14.06,0,0.48,N,13
43,56400,MORTGAGE,0.8,MEDICAL,19000,11.39,0,0.34,N,3
38,41600,MORTGAGE,1.7,DEBTCONSOLIDATION,24000,20.32,1,0.58,N,2
64,66400,RENT,6.1,EDUCATION,18800,11.91,0,0.28,N,9
41,46300,MORTGAGE,6.7,PERSONAL,11000,11.07,0,0.24,N,6
45,44800,RENT,1.2,MEDICAL,9100,11.33,0,0.2,N,10
37,21600,RENT,5.2,EDUCATION,12200,14.18,0,0.56,Y,9
35,75300,MORTGAGE,0.2,HOMEIMPROVEMENT,13200,11.66,0,0.18,Y,2
50,75900,RENT,0.5,EDUCATION,9600,8.94,0,0.13,N,8
32,48900,MORTGAGE,3.8,MEDICAL,10000,9.83,0,0.2,N,7
48,58800,MORTGAGE,,VENTURE,19000,13.78,0,0.32,N,10
26,58700,MORTGAGE,8.0,HOMEIMPROVEMENT,8500,10.63,0,0.14,N,8
46,96600,OWN,2.9,VENTURE,20700,11.49,0,0.21,N,14
35,61200,RENT,0.6,DEBTCONSOLIDATION,9400,10.1,0,0.15,N,8
37,26000,RENT,13.2,VENTURE,12100,18.87,1,0.47,N,8
41,154700,RENT,2.9,EDUCATION,9700,7.0,0,0.06,N,11
34,110100,MORTGAGE,3.4,VENTURE,22400,9.85,0,0.2,N,4
30,55700,MORTGAGE,9.6,EDUCATION,11900,10.4,0,0.21,N,10
42,59000,RENT,4.4,EDUCATION,30600,16.83,0,0.52,N,5
51,63500,RENT,1.8,EDUCATION,16200,10.08,0,0.26,N,4
46,35500,MORTGAGE,3.9,EDUCATION,3100,,0,0.09,N,2
55,100000,MORTGAGE,4.9,EDUCATION,22200,12.54,0,0.22,N,3
31,94400,MORTGAGE,11.0,MEDICAL,18400,,0,0.19,N,4
40,51700,OWN,1.3,EDUCATION,9400,7.98,0,0.18,N,6
44,78400,MORTGAGE,4.1,EDUCATION,9600,10.67,0,0.12,N,5
37,96200,RENT,12.7,EDUCATION,13800,9.26,0,0.14,N,14
44,61400,RENT,0.2,HOMEIMPROVEMENT,17800,12.97,0,0.29,N,13
54,30700,RENT,1.1,VENTURE,25600,18.61,0,0.83,Y,4
48,79000,MORTGAGE,2.1,MEDICAL,7700,7.8,0,0.1,N,23
56,55900,RENT,5.7,VENTURE,7700,10.41,0,0.14,N,4
46,29700,RENT,9.2,VENTURE,18600,18.72,0,0.63,N,4
43,95700,MORTGAGE,1.1,EDUCATION,10400,8.0,0,0.11,N,2
59,61700,OWN,1.4,VENTURE,8900,9.17,0,0.14,N,5
45,47800,MORTGAGE,8.7,DEBTCONSOLIDATION,18400,15.89,1,0.38,Y,9
62,169300,MORTGAGE,,VENTURE,5100,8.66,0,0.03,N,5
52,40100,MORTGAGE,1.5,DEBTCONSOLIDATION,14600,12.82,0,0.36,N,3
38,32300,MORTGAGE,6.6,EDUCATION,17200,15.37,1,0.53,N,2
42,59000,MORTGAGE,0.9,DEBTCONSOLIDATION,11700,14.05,0,0.2,N,9
59,49700,MORTGAGE,8.8,PERSONAL,6800,7.59,0,0.14,N,2
55,39800,MORTGAGE,3.4,VENTURE,10900,14.86,1,0.27,N,2
51,117600,MORTGAGE,3.0,VENTURE,12600,9.5,0,0.11,N,3
49,29200,RENT,0.7,EDUCATION,7600,13.81,0,0.26,N,4
34,64200,RENT,5.7,PERSONAL,13700,10.32,0,0.21,N,9
35,56800,RENT,10.8,MEDICAL,10800,12.66,1,0.19,N,5
46,53800,MORTGAGE,5.9,EDUCATION,25600,18.72,0,0.48,N,7
67,102300,RENT,1.9,EDUCATION,5200,8.83,0,0.05,N,2
37,167700,RENT,6.0,VENTURE,17900,10.54,0,0.11,N,5
41,54200,RENT,3.6,HOMEIMPROVEMENT,19300,15.7,1,0.36,N,2
41,88300,OWN,9.6,MEDICAL,16400,10.82,0,0.19,N,5
49,55400,RENT,3.1,EDUCATION,14400,10.41,0,0.26,N,4
46,56600,RENT,1.4,DEBTCONSOLIDATION,6600,9.05,0,0.12,N,6
54,69400,RENT,0.5,EDUCATION,16400,12.19,0,0.24,N,7
46,59400,RENT,1.6,EDUCATION,15400,11.39,0,0.26,N,7
45,32800,OWN,4.1,VENTURE,26200,20.74,1,0.8,N,3
43,112700,OWN,0.9,EDUCATION,24400,11.76,0,0.22,N,9
56,69400,MORTGAGE,0.2,VENTURE,3400,7.76,0,0.05,N,6
44,52800,MORTGAGE,3.0,EDUCATION,31300,18.81,1,0.59,Y,10
38,38400,MORTGAGE,2.1,PERSONAL,15400,16.71,1,0.4,Y,20
50,63600,RENT,2.7,EDUCATION,26400,14.91,1,0.42,Y,12
43,47400,RENT,3.0,DEBTCONSOLIDATION,7400,10.82,1,0.16,N,5
52,59900,MORTGAGE,7.3,PERSONAL,18600,11.35,0,0.31,N,2
26,48800,MORTGAGE,8.0,HOMEIMPROVEMENT,13100,13.98,0,0.27,N,6
57,34300,MORTGAGE,1.5,EDUCATION,7000,9.57,0,0.2,N,2
42,131400,RENT,14.3,VENTURE,3500,12.25,0,0.03,N,4
56,32200,OWN,1.3,PERSONAL,8700,12.33,0,0.27,N,22
53,35300,MORTGAGE,7.0,DEBTCONSOLIDATION,3100,11.57,0,0.09,N,7
39,78700,MORTGAGE,5.7,VENTURE,16100,11.35,0,0.2,N,9
37,64200,RENT,0.3,HOMEIMPROVEMENT,10200,12.1,0,0.16,N,10
36,77900,RENT,6.5,EDUCATION,28600,,0,0.37,N,7
35,71400,RENT,11.6,MEDICAL,17000,13.93,0,0.24,N,6
55,35800,OWN,13.3,MEDICAL,20500,16.26,0,0.57,Y,7
42,78300,RENT,5.8,EDUCATION,12600,9.39,0,0.16,N,5
61,38000,MORTGAGE,7.7,MEDICAL,9500,,0,0.25,N,4
38,96700,RENT,0.4,PERSONAL,20700,15.27,0,0.21,N,5
39,31300,RENT,0.9,VENTURE,13300,15.15,0,0.42,N,5
48,35000,RENT,1.5,EDUCATION,34400,18.91,1,0.98,Y,7
61,35600,RENT,3.8,EDUCATION,16000,17.91,1,0.45,Y,2
39,64300,RENT,2.4,HOMEIMPROVEMENT,23300,15.96,1,0.36,Y,5
51,52600,RENT,5.4,MEDICAL,9900,12.96,0,0.19,N,3
44,57700,RENT,3.0,EDUCATION,12500,9.15,1,0.22,N,14
48,50800,RENT,7.5,EDUCATION,9100,10.14,0,0.18,N,3
37,52600,MORTGAGE,6.3,MEDICAL,20900,16.19,0,0.4,N,8
50,41600,RENT,6.9,EDUCATION,20400,17.68,1,0.49,Y,2
41,23600,RENT,8.8,MEDICAL,16000,20.06,1,0.68,Y,10
40,25200,MORTGAGE,9.0,EDUCATION,19600,17.1,1,0.78,Y,6
43,34900,RENT,7.6,MEDICAL,11200,12.88,1,0.32,Y,9
49,45400,OWN,0.3,PERSONAL,24600,14.86,0,0.54,N,2
42,121200,RENT,4.9,EDUCATION,26700,11.63,0,0.22,N,12
40,30900,OWN,0.1,EDUCATION,17800,17.88,1,0.58,N,6
42,29700,RENT,6.8,PERSONAL,11500,14.12,1,0.39,N,7
42,19900,RENT,0.3,EDUCATION,23200,19.96,1,1.17,Y,7
48,71400,MORTGAGE,20.4,PERSONAL,30900,15.13,0,0.43,N,10
40,48200,RENT,4.8,VENTURE,15700,13.93,0,0.33,N,4
40,26600,MORTGAGE,1.0,DEBTCONSOLIDATION,17700,20.12,1,0.67,Y,5
37,53300,RENT,3.2,EDUCATION,23500,16.2,0,0.44,N,18
49,39300,RENT,8.8,PERSONAL,18000,16.53,0,0.46,N,2
45,110500,MORTGAGE,1.0,VENTURE,8300,8.84,0,0.08,N,11
55,37500,RENT,3.8,VENTURE,12400,12.22,0,0.33,N,13
54,137900,RENT,0.0,EDUCATION,16500,10.09,0,0.12,N,9
46,59600,RENT,,EDUCATION,13200,12.74,0,0.22,N,4
43,43600,MORTGAGE,1.1,PERSONAL,18200,15.7,1,0.42,Y,3
44,47000,RENT,2.4,EDUCATION,9800,,0,0.21,N,13
39,63700,MORTGAGE,3.8,VENTURE,7600,9.33,0,0.12,N,14
37,46700,RENT,0.8,EDUCATION,3800,8.99,0,0.08,N,6
36,32600,OWN,13.1,VENTURE,4300,10.01,0,0.13,N,15
42,76700,MORTGAGE,3.2,MEDICAL,11200,10.27,0,0.15,N,13
28,93500,RENT,1.3,MEDICAL,3400,6.95,0,0.04,N,2
60,95300,RENT,6.6,DEBTCONSOLIDATION,9600,10.13,0,0.1,N,13
64,49600,MORTGAGE,11.2,EDUCATION,14300,11.19,0,0.29,N,8
36,98800,MORTGAGE,12.2,HOMEIMPROVEMENT,20000,10.8,1,0.2,N,12
64,64400,RENT,2.8,MEDICAL,15900,11.23,1,0.25,Y,2
36,46100,RENT,2.2,VENTURE,14700,14.1,0,0.32,Y,10
44,39800,RENT,13.2,EDUCATION,9100,10.0,0,0.23,N,4
47,89900,RENT,0.3,MEDICAL,3100,5.47,0,0.03,N,3
44,21500,MORTGAGE,6.9,VENTURE,6900,15.71,0,0.32,N,22
39,116300,MORTGAGE,1.0,PERSONAL,31000,9.6,0,0.27,N,9
39,58100,RENT,3.1,DEBTCONSOLIDATION,27000,18.87,0,0.46,N,3
51,39000,MORTGAGE,15.4,DEBTCONSOLIDATION,10300,12.49,0,0.26,N,6
56,36600,RENT,4.4,MEDICAL,10500,14.59,0,0.29,N,4
31,42500,RENT,3.7,EDUCATION,25200,19.32,1,0.59,Y,13
46,79900,MORTGAGE,0.3,HOMEIMPROVEMENT,5600,7.96,0,0.07,N,4
49,64300,MORTGAGE,1.6,EDUCATION,7800,7.84,0,0.12,N,9
45,42100,MORTGAGE,0.0,DEBTCONSOLIDATION,6700,13.04,1,0.16,N,4
34,40200,MORTGAGE,10.4,EDUCATION,24300,16.61,1,0.6,Y,10
48,64400,RENT,,HOMEIMPROVEMENT,2300,6.39,0,0.04,N,7
54,245000,RENT,0.6,EDUCATION,3000,8.85,0,0.01,Y,8
37,243600,MORTGAGE,2.3,EDUCATION,22200,11.5,0,0.09,N,2
39,96600,RENT,8.3,VENTURE,17100,7.86,0,0.18,N,5
45,35400,MORTGAGE,0.8,PERSONAL,15300,14.78,0,0.43,N,9
43,82000,RENT,1.3,MEDICAL,26700,12.03,0,0.33,N,4
39,36000,MORTGAGE,3.9,VENTURE,13600,12.06,0,0.38,N,8
35,47800,MORTGAGE,0.8,DEBTCONSOLIDATION,13300,13.81,0,0.28,N,4
40,114800,MORTGAGE,2.4,DEBTCONSOLIDATION,12400,11.92,0,0.11,N,12
30,47400,MORTGAGE,12.0,DEBTCONSOLIDATION,17500,16.39,0,0.37,N,4
49,46400,RENT,3.9,EDUCATION,10500,11.12,0,0.23,N,4
38,41000,RENT,6.0,EDUCATION,17900,19.48,0,0.44,Y,5
51,34600,MORTGAGE,5.4,VENTURE,18800,18.79,0,0.54,N,10
42,46900,RENT,1.2,PERSONAL,8600,12.0,0,0.18,N,5
45,81400,MORTGAGE,9.4,EDUCATION,16100,10.83,0,0.2,N,7
32,78600,RENT,0.7,EDUCATION,19500,15.3,0,0.25,N,5
50,63700,MORTGAGE,12.7,HOMEIMPROVEMENT,29100,16.22,0,0.46,N,4
70,103500,RENT,1.2,EDUCATION,27700,11.64,0,0.27,N,12
40,21000,MORTGAGE,15.5,MEDICAL,8500,13.99,0,0.4,N,6
45,55800,RENT,8.0,EDUCATION,15700,10.47,0,0.28,N,6
46,36700,RENT,0.9,PERSONAL,13300,15.64,0,0.36,N,3
34,161400,RENT,0.9,DEBTCONSOLIDATION,11000,10.29,0,0.07,N,3
36,47100,MORTGAGE,0.4,MEDICAL,10900,12.9,0,0.23,N,5
49,81500,OWN,1.4,VENTURE,29900,16.41,0,0.37,N,9
37,93800,RENT,5.4,DEBTCONSOLIDATION,4200,6.11,0,0.04,N,11
42,44100,RENT,3.7,VENTURE,23600,18.95,1,0.54,Y,8
45,90300,RENT,4.8,VENTURE,13000,10.53,0,0.14,N,5
49,96100,MORTGAGE,0.2,MEDICAL,15400,9.82,0,0.16,N,10
42,83600,OWN,0.4,PERSONAL,19800,12.75,0,0.24,N,8
42,40700,RENT,5.9,HOMEIMPROVEMENT,13100,13.15,1,0.32,N,7
70,24700,MORTGAGE,9.4,MEDICAL,31700,21.0,1,1.28,Y,6
53,175600,RENT,2.2,EDUCATION,24200,10.55,0,0.14,N,11
41,46200,RENT,0.9,HOMEIMPROVEMENT,8600,9.85,0,0.19,N,6
42,94100,RENT,1.8,EDUCATION,17900,,0,0.19,N,4
63,42000,OWN,2.7,DEBTCONSOLIDATION,13500,14.3,0,0.32,N,3
49,171800,MORTGAGE,5.0,DEBTCONSOLIDATION,11200,10.5,0,0.07,Y,9
54,41200,RENT,2.6,EDUCATION,11100,13.23,0,0.27,N,7
40,57300,OWN,11.4,MEDICAL,7700,6.82,0,0.13,N,8
40,194300,RENT,2.6,EDUCATION,13100,7.73,0,0.07,N,16
59,22500,RENT,1.0,MEDICAL,16100,22.4,1,0.72,Y,3
43,105200,MORTGAGE,1.4,VENTURE,21600,12.71,0,0.21,N,4
43,53400,OTHER,3.1,VENTURE,9900,13.79,0,0.19,N,2
40,80000,RENT,7.6,EDUCATION,20900,9.85,0,0.26,N,7
54,44700,MORTGAGE,10.2,MEDICAL,15100,15.15,1,0.34,Y,8
55,133200,OWN,1.0,PERSONAL,9400,8.3,0,0.07,N,5
45,34700,RENT,0.0,VENTURE,21300,19.31,1,0.61,Y,13
35,55300,RENT,10.2,DEBTCONSOLIDATION,16300,12.37,0,0.29,N,8
39,90600,RENT,1.3,HOMEIMPROVEMENT,28700,13.51,1,0.32,Y,2
56,34500,MORTGAGE,8.6,DEBTCONSOLIDATION,9900,16.05,0,0.29,N,20
45,58100,MORTGAGE,4.0,EDUCATION,30100,14.29,0,0.52,Y,11
54,30800,RENT,2.6,EDUCATION,15200,14.97,1,0.49,Y,6
47,43400,RENT,0.8,EDUCATION,13000,12.76,1,0.3,Y,5
36,229500,MORTGAGE,5.6,MEDICAL,24500,12.65,0,0.11,N,4
48,113300,MORTGAGE,8.5,PERSONAL,7600,8.22,0,0.07,N,10
43,78200,MORTGAGE,3.1,EDUCATION,13200,9.22,0,0.17,N,17
39,66400,RENT,3.0,MEDICAL,6800,10.93,0,0.1,N,10
40,22900,RENT,7.0,EDUCATION,16500,19.77,1,0.72,N,9
54,48900,RENT,3.5,MEDICAL,4400,7.62,0,0.09,N,18
46,90000,MORTGAGE,7.7,HOMEIMPROVEMENT,30800,15.17,0,0.34,N,18
45,42500,MORTGAGE,0.3,MEDICAL,2500,9.92,0,0.06,N,8
61,66100,MORTGAGE,9.7,PERSONAL,27300,13.26,1,0.41,N,4
38,31200,RENT,1.5,MEDICAL,17300,20.59,0,0.55,N,14
43,29800,MORTGAGE,0.9,PERSONAL,22500,19.53,1,0.76,Y,4
39,190000,MORTGAGE,0.2,PERSONAL,11200,6.8,0,0.06,N,8
48,174700,MORTGAGE,9.0,EDUCATION,9100,11.57,0,0.05,N,4
45,51700,MORTGAGE,0.3,PERSONAL,7900,12.05,0,0.15,N,5
41,35300,RENT,15.4,MEDICAL,14600,14.69,0,0.41,N,11
42,32300,RENT,4.2,DEBTCONSOLIDATION,9500,15.58,0,0.29,N,11
52,67600,RENT,6.0,EDUCATION,24700,13.15,0,0.37,N,7
55,157000,MORTGAGE,6.5,DEBTCONSOLIDATION,3900,9.24,0,0.02,N,9
39,36900,RENT,1.7,VENTURE,5800,11.26,0,0.16,N,4
70,60400,RENT,8.2,MEDICAL,8700,8.59,0,0.14,N,7
34,58800,MORTGAGE,14.6,MEDICAL,5700,6.98,0,0.1,N,7
36,135400,MORTGAGE,2.3,EDUCATION,22700,13.47,0,0.17,N,10
41,63200,RENT,9.0,HOMEIMPROVEMENT,2000,5.42,0,0.03,N,4
38,25100,OTHER,7.4,EDUCATION,17500,21.26,1,0.7,Y,5
37,82000,MORTGAGE,4.5,DEBTCONSOLIDATION,13100,13.31,0,0.16,N,3
55,59500,RENT,,DEBTCONSOLIDATION,20800,12.84,0,0.35,N,3
48,33600,OWN,2.7,MEDICAL,12200,13.56,0,0.36,N,2
44,97100,RENT,1.8,EDUCATION,17300,11.23,0,0.18,N,9
39,45600,MORTGAGE,2.8,MEDICAL,17100,15.68,0,0.38,N,8
36,65100,MORTGAGE,18.0,HOMEIMPROVEMENT,11300,,0,0.17,N,5
36,58700,RENT,2.3,DEBTCONSOLIDATION,6600,10.75,0,0.11,N,5
55,46000,MORTGAGE,5.5,VENTURE,12600,14.07,0,0.27,Y,3
55,34700,MORTGAGE,1.9,VENTURE,24500,18.25,1,0.71,Y,7
41,73700,RENT,3.1,MEDICAL,21600,10.19,0,0.29,N,7
33,27700,RENT,,HOMEIMPROVEMENT,11400,14.83,0,0.41,N,5
49,90300,RENT,7.2,HOMEIMPROVEMENT,24200,10.04,0,0.27,N,7
41,33900,RENT,5.4,MEDICAL,12700,11.99,0,0.37,N,9
53,28500,RENT,2.1,HOMEIMPROVEMENT,8300,13.0,0,0.29,N,8
36,117200,RENT,3.7,HOMEIMPROVEMENT,24000,9.9,0,0.2,N,2
44,57000,MORTGAGE,10.3,VENTURE,13800,11.7,1,0.24,N,6
35,19000,MORTGAGE,0.2,MEDICAL,12600,,1,0.66,Y,7
38,53800,RENT,13.3,DEBTCONSOLIDATION,9000,13.45,0,0.17,N,9
38,75800,OWN,3.2,HOMEIMPROVEMENT,20600,14.24,0,0.27,N,7
41,77000,MORTGAGE,9.8,MEDICAL,15100,9.72,0,0.2,N,3
56,35400,RENT,9.9,VENTURE,8500,12.89,0,0.24,N,2
45,38300,MORTGAGE,0.3,MEDICAL,9400,13.61,0,0.25,N,3
51,59300,MORTGAGE,7.6,EDUCATION,11600,11.52,0,0.2,N,8
44,95900,MORTGAGE,6.6,HOMEIMPROVEMENT,14700,11.55,0,0.15,N,2
40,26300,RENT,0.2,EDUCATION,21900,18.08,1,0.83,N,4
30,27100,RENT,12.0,DEBTCONSOLIDATION,8500,13.18,0,0.31,Y,3
36,115100,RENT,5.0,MEDICAL,19800,8.03,0,0.17,N,13
44,105800,RENT,0.9,EDUCATION,26400,12.83,0,0.25,N,5
45,32300,RENT,0.7,MEDICAL,11900,15.26,0,0.37,N,6
53,43800,RENT,4.1,EDUCATION,11300,13.32,0,0.26,Y,2
32,172700,RENT,0.3,HOMEIMPROVEMENT,13500,7.72,0,0.08,N,7
67,87900,MORTGAGE,0.9,MEDICAL,22300,12.83,0,0.25,Y,10
30,52700,MORTGAGE,12.0,PERSONAL,6000,,0,0.11,N,5
43,101600,RENT,6.8,MEDICAL,11700,11.63,0,0.12,Y,6
39,41500,OWN,4.8,PERSONAL,3800,11.26,0,0.09,N,7
36,59100,OWN,1.2,MEDICAL,14400,8.31,0,0.24,N,3
60,45700,RENT,1.2,EDUCATION,28000,20.81,1,0.61,N,4
39,80000,MORTGAGE,3.0,DEBTCONSOLIDATION,7600,9.12,0,0.1,N,4
32,79700,MORTGAGE,7.0,PERSONAL,9300,10.35,0,0.12,Y,3
34,61300,RENT,0.0,EDUCATION,18700,12.83,0,0.31,N,8
54,71500,RENT,0.2,PERSONAL,18500,10.62,0,0.26,N,4
34,101200,RENT,10.2,VENTURE,16100,,0,0.16,N,15
33,70000,RENT,8.4,EDUCATION,9100,11.12,0,0.13,N,5
45,61300,OWN,,DEBTCONSOLIDATION,5300,10.99,0,0.09,N,5
41,68500,MORTGAGE,3.5,PERSONAL,8800,8.7,0,0.13,N,7
48,105500,RENT,0.8,VENTURE,17100,8.29,0,0.16,N,6
40,32600,MORTGAGE,0.5,EDUCATION,10100,10.27,0,0.31,N,6
50,68100,RENT,11.8,VENTURE,23200,12.04,0,0.34,N,7
34,19200,RENT,2.4,EDUCATION,16600,,1,0.86,Y,10
33,46400,RENT,5.9,EDUCATION,4700,10.73,0,0.1,N,12
46,152800,RENT,,MEDICAL,5900,10.66,0,0.04,N,4
41,35100,RENT,6.6,PERSONAL,9800,11.79,0,0.28,N,19
40,22100,MORTGAGE,1.1,PERSONAL,15600,16.36,0,0.71,N,9
49,32200,RENT,3.3,EDUCATION,27500,20.29,1,0.85,Y,3
70,80200,MORTGAGE,2.4,PERSONAL,6300,,0,0.08,N,13
33,50400,RENT,1.4,EDUCATION,22800,15.41,0,0.45,N,2
57,31100,MORTGAGE,4.6,DEBTCONSOLIDATION,15600,18.03,1,0.5,N,3
50,105300,MORTGAGE,3.8,PERSONAL,11300,14.01,0,0.11,N,8
39,68500,RENT,3.4,PERSONAL,17200,12.38,0,0.25,N,3
61,28700,MORTGAGE,4.5,EDUCATION,21200,,1,0.74,Y,8
34,48000,MORTGAGE,0.8,HOMEIMPROVEMENT,11200,11.32,0,0.23,N,5
47,175100,RENT,2.3,HOMEIMPROVEMENT,26600,8.84,0,0.15,N,8
42,45700,RENT,2.0,VENTURE,15100,14.08,0,0.33,Y,2
39,21300,MORTGAGE,7.3,EDUCATION,7500,15.72,0,0.35,N,7
35,70200,RENT,0.2,VENTURE,15000,13.04,0,0.21,N,2
70,66900,RENT,1.7,EDUCATION,20600,11.91,0,0.31,N,8
39,112800,MORTGAGE,12.5,VENTURE,15900,,0,0.14,N,2
28,43700,OWN,1.8,HOMEIMPROVEMENT,15800,16.3,0,0.36,N,5
52,69100,RENT,0.8,PERSONAL,3700,8.5,0,0.05,N,7
46,62000,MORTGAGE,7.1,MEDICAL,13200,12.76,0,0.21,N,5
41,54000,OWN,,MEDICAL,11300,,0,0.21,N,12
40,64700,RENT,2.8,HOMEIMPROVEMENT,4500,10.44,0,0.07,N,5
43,75400,MORTGAGE,9.7,EDUCATION,18200,14.22,0,0.24,N,4
52,73300,RENT,15.4,DEBTCONSOLIDATION,8100,11.98,0,0.11,N,7
47,89800,MORTGAGE,1.4,EDUCATION,11000,11.35,0,0.12,N,5
48,15500,RENT,1.8,MEDICAL,15700,20.28,1,1.01,N,9
48,23800,RENT,4.2,PERSONAL,12800,14.39,1,0.54,Y,4
52,60900,MORTGAGE,1.3,MEDICAL,18800,11.82,0,0.31,N,5
55,57700,MORTGAGE,0.8,VENTURE,23300,17.23,0,0.4,N,12
38,31000,RENT,2.8,VENTURE,7800,11.87,0,0.25,N,13
45,45100,MORTGAGE,0.4,VENTURE,9700,11.79,0,0.22,N,11
30,34400,OWN,11.2,EDUCATION,8100,12.63,0,0.24,N,8
55,74800,MORTGAGE,2.0,VENTURE,14000,13.16,0,0.19,N,2
38,33200,MORTGAGE,2.0,HOMEIMPROVEMENT,5600,10.18,0,0.17,N,3
58,61000,OWN,7.8,EDUCATION,19900,11.57,0,0.33,N,7
